-2.250723818	1.188651223	-0.3624433	-0.524940697	-0.124483027	-1.615652967	3.993382363	0.405739354	-2.002577152	-3.21937199	1.228668563	-2.581692204	1.189352371	-1.846478839	0.12110464	1.604945312	-2.164193885	1.110084052	-1.22227436	-0.233235408	1.14696773	-1.425407688	-2.914892908	0.222713204	-0.188819816	-1.565042651	-2.966223235	0.849068403	-1.655614799
-2.777897128	-0.036922698	0.242618442	3.545121159	-2.421196723	0.442654021	1.825606589	1.377678231	-0.484522585	-2.88370743	-0.350678975	-2.437421949	1.431277372	-1.47249213	0.033045406	0.033077313	-0.224442212	-1.257343301	-1.564437292	-0.732287029	-0.505996694	-1.24896714	-3.218101032	-2.203905107	-0.289042164	-1.644904133	-2.579173975	0.998997279	-1.496401658
-0.202377847	0.565378956	1.657362369	-0.354073857	1.269028897	-0.49873718	2.096798862	2.190732855	1.085439041	-0.117753841	-0.336733425	-1.661489804	1.463791136	-1.735903319	0.737065329	-0.248607538	0.09345315	1.286820328	-1.463896569	-0.937478331	0.962846986	-1.135307126	-1.886849234	0.850800748	-0.932377147	-0.650439998	-2.148794449	-0.170955108	-1.351513414
0.988172888	0.300408301	0.895313716	-0.58597156	1.75956528	-0.074490029	0.99383136	1.012157347	0.236963053	-0.163165319	-1.756357381	0.45584934	-0.013487496	-1.243860393	-0.483334774	-0.86419043	0.635842065	-0.082285826	-0.516933889	-0.649661677	0.199577644	0.062874673	0.179568759	-0.360819829	-0.334033045	1.133413229	-0.658701944	-0.585904982	-0.321437568
-1.276839421	0.450669587	0.80640578	-0.127443169	0.257920832	-1.866105179	1.800108121	-1.170255776	-1.260413362	0.50343379	-1.208699691	0.036892888	2.605655113	-1.667110772	0.235520671	0.779025147	-0.154349342	0.498593527	-1.469589826	-0.449223768	0.424555962	-1.373826165	-1.792847321	-0.233422404	-1.216941422	-0.073932263	-2.505691861	0.569986483	-1.473109025
1.332144218	0.514844949	1.053407846	0.136321891	1.75647062	0.335764656	0.552711606	1.845037514	0.945311029	-1.566095258	-0.519209902	-0.19604447	0.055226366	-1.261896458	-0.45867695	-0.881800718	0.636851412	-0.590411265	-0.51506746	-0.638505316	-0.274106114	-0.636373155	0.42109575	-0.94131505	-0.839820047	0.171894966	0.684298464	-0.505616318	0.429904802
1.614357389	-0.492203165	1.622621241	1.18013139	1.343958799	-0.804031966	-0.687329538	1.624703303	-1.601892892	-1.008711438	-0.3216765	-1.827315332	0.885775728	-1.573809398	0.213386953	0.395240362	1.583331975	-1.046294119	-1.485506617	-1.671375278	-0.236464939	-1.465629413	-0.891763146	-0.46992172	-0.779113302	-0.092411996	0.101218819	-1.288898124	-0.754152468
1.969292629	0.696449882	0.030840162	0.323504335	1.884647706	1.383234611	0.43346821	1.565996767	1.98061444	-1.941831725	-0.52206474	-0.270870224	-0.414918532	-1.134337677	-0.7613775	-1.827424554	0.401208288	-0.061263372	1.521955396	-0.223460552	-1.667610619	0.10870364	0.717762531	-2.838401293	-0.112162165	-0.059753734	2.111921373	-0.659861088	0.637999445
1.973619386	1.637216748	-0.798548664	0.614854094	2.046412887	2.055172578	0.076328088	-0.531499312	1.151497297	-0.4674791	-0.813248752	0.3025691	-0.983114916	-1.113735694	-0.423322342	-1.29934208	0.762936243	1.183660911	-1.141722346	-0.0136801	-0.015715417	-1.586965167	0.941594009	-2.069902195	-1.100786045	-0.012764116	2.082167484	-1.569633631	0.244025941
2.265106772	0.831556316	-0.070005995	2.132441116	1.761458388	1.461303828	-0.853371274	-0.133448722	-0.814887405	-0.790687768	-0.32845404	-2.321181804	0.704373207	-1.19859475	-0.187767019	-0.156173994	0.144350606	1.498929148	-1.305729539	-1.081824905	1.302973675	-0.431205303	-1.709567368	-0.639809487	-0.632546393	-0.812367072	-0.555872163	-2.22362814	-1.072712656
